title,post_url,company_name,company_location,post_description
STAGE DE FIN D'ETUDES H/F,https://fr.linkedin.com/jobs/view/stage-de-fin-d-etudes-h-f-at-egis-en-france-3765040038?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=zcoP7CKwz3x3MHCeopG3Kg%3D%3D&position=76&pageNum=10&trk=public_jobs_jserp-result_search-card,Egis en France,Toulouse,"        Intitulé du poste STAGE DE FIN D'ETUDES H/F Contrat Stage Durée du contrat (en mois) 6 moisDescription De La Mission Opérationnelle : assister la chefferie de projet dans leurs missions, de programmations principalement et d’AMO en conduite d’opération (désignation maîtrise d’œuvre, suivi des études de conception, suivi de travaux…). Déplacements à prévoir sur les sites des projets ou chez les clients. Travail de fond : développement d’outils afin de formaliser les retours d’expérience et faciliter l’élaboration des futurs programmes immobiliers, schémas directeurs et missions de conduite d’opération. Il consistera à réaliser un benchmark à partir des informations d’opérations récentes et de référentiels existants, de réaliser des interviews en interne et de synthétiser et consolider les indicateurs qui en ressortiront. Profil  Niveau de formation : dernière année de cursus ingénieur ou équivalent Compétences spécifiques : Culture générale professionnelle en gestion de projets (dans le domaine bâtiment serait un plus) Connaissance d’Autocad obligatoire (niveau basique) Qualités personnelles / Savoir être : Esprit d’équipe – Autonomie – Rigueur – Sens du relationnel      "
[STAGE] Ingénieur Soutien Aéronautique - H/F - Vélizy,https://fr.linkedin.com/jobs/view/stage-ing%C3%A9nieur-soutien-a%C3%A9ronautique-h-f-v%C3%A9lizy-at-groupe-lgm-3677605655?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=MBYsI8wma0RJfaeZcDiUKw%3D%3D&position=75&pageNum=10&trk=public_jobs_jserp-result_search-card,Groupe LGM,Vélizy-Villacoublay,"        La mission du Groupe LGM, c’est de concevoir pour les grands groupes industriels des solutions innovantes uniques (produits, organisationnelles ou technologiques), permettant d’améliorer les performances des grands systèmes et infrastructures complexes, durant les phases d’exploitation et de maintenance.LGM, c’est l’entité historique du Groupe, c’est par elle que tout a démarré, il y a plus de 30 ans. Aujourd’hui, LGM ce sont près de 900 collaborateurs présents en France et à l’international, qui analysent, optimisent et pilotent la conception, l’exploitation et la maintenance de systèmes complexes (un lanceur de fusées, une gare ferroviaire, un réacteur nucléaire, un sous-marin etc.)Ce que nous pouvons accomplir ensemble: Dans le cadre de plusieurs contrats remportés auprès de grands industriels (flotte d’aéronefs civils et militaires, tel que Rafale, Mirage, H160, A400M), nous les accompagnons de la conception à la livraison de leurs systèmes complexes. Alors que l’industriel se chargera de la définition et de la conception du produit, vous l’accompagnerez dans la définition de son système de soutien (plan de maintenance, rechange, outillages, infrastructures, personnel…) et de la rédaction de la documentation technique associée afin de répondre à ses exigences d’exploitation et de maintenance.Vous serez en interaction avec les concepteurs et les systèmes, afin de produire les livrables du soutien, qui permettront aux opérateurs et techniciens de garantir le bon maintien en condition opérationnelle (fonctionnement de leurs systèmes, identification des pannes, réparation…) des systèmes tout au long de leur durée de vie.Votre rôle: Vous travaillerez en étroite collaboration avec l’industriel en charge du système (notamment son équipe de conception). Vous interagirez à la fois avec les équipes de maintenance afin de récupérer leur retour d’expérience mais également avec les forces armées et leur représentation étatique.Vous aurez en charge les activités suivantes :Appréhender le fonctionnement de systèmes complexes (mécaniques, électroniques, architecture systèmes…) ;Réaliser des analyses variées afin de déterminer le concept de maintenance : ergonomie, accessibilité, maintenabilité, testabilité, diagnostic… ;Mener des études de prix et de rentabilité afin de déterminer la meilleure stratégie de sélection des tâches de maintenance, notamment sa composante préventive ;Analyser les spécifications techniques, dossier de conception et plans 2D/3D ;Valider la faisabilité maintenance en manipulant les modèles 3D fournis par le design office ;Collaboration avec les ingénieurs média afin de maquetter les illustrations des procédures détaillées de maintenance, et les catalogues de pièces de rechanges ;Élaborer la documentation technique de maintenance et d’exploitation et de diagnostic des systèmes, en suivant les règles établies et normes applicables ;Assister le dimensionnement et l’approvisionnement des articles de rechanges.Votre profil et les qualités attendues pour ce poste:Rattaché(e) au Département Conception du Soutien des Systèmes (CSS), constitué de plus de 180 ingénieurs, vous serez la responsabilité d’un Chef de Projet LGM. Votre tuteur métier vous conseillera tout au long du stage de fin de cycle.Vous êtes issu d’une formation technique (mécanique, RDM et/ou électronique), idéalement aéronautique ou défense, incluant une formation en Maintenance.Vous saurez mettre à profits vos différentes qualités/compétences telles que : Votre capacité d’adaptation pour faire face aux challenges et défendre vos idées auprès de tous les interlocuteurs. Votre compréhension globale et transverse du système (mécanique, électrique, pneumatique, hydraulique, informatique, signal…). Votre bon sens de manière à concevoir un système de soutien pertinent, qui répond aux exigences de disponibilité et de coût qui vous ont été imposées.Mais surtout : soyez vous-mêmes, car dans ce Groupe il y a autant de manières de réussir que d’individus ! Ce que vous nous proposons :Un process de recrutement simple et fluide (3 étapes en 3 semaines maximum) Une entreprise à l’esprit startup et à l’ambiance familiale, où tout le monde a son rôle à jouerDes missions adaptées à votre projet de carrière, prenant en compte les métiers, les secteurs et la localisation préférentielsLes clés de votre développement personnel et professionnel, grâce à notre système de formation à la carte (plateforme e-learning en libre-service, meetup internes, etc.)Un parcours d’évolution rapide, grâce à notre référentiel riche de 12 filières et plus de 100 emplois différentsLe programme SOLIDARITY : l’engagement du Groupe LGM, sur des projets à caractère caritatifs, environnementaux ou sociétaux, grâce à des subventions d’activités que mènent les salariés du Groupe à l’extérieur de leur environnement de travail.      "
Stage Administrateur Solutions BIM/PLM F/H,https://fr.linkedin.com/jobs/view/stage-administrateur-solutions-bim-plm-f-h-at-orinox-3766731804?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=oYSIarscwkWoNyYvG86lmg%3D%3D&position=74&pageNum=10&trk=public_jobs_jserp-result_search-card,ORINOX,Paris,"        L'entrepriseORINOX est une société de conseil en ingénierie industrielle spécialisée dans la transformation digitale et l’industrie 4.0 dans des secteurs tels que l’énergie, le nucléaire, l’oil&amp;gas et le pharmaceutique.Description Du PosteDans le cadre de notre politique d’amélioration continue, nous recherchons un(e) stagiaire ingénieur généraliste orienté(e) mécanique, industrie, informatique ou développement pour le poste d’Administrateur Solutions BIM/PLM.Encadré(e) par un référent technique, vous serez amené(e) à : Configurer des logiciels pour répondre au cahier des charges du client,Déployer une application d'ingénierie métier suivant les recommandations et bonnes pratiques documentées et existantes,Créer des catalogues d’objets pour simplifier le travail des utilisateurs,Améliorer et proposer des fonctionnalités nouvelles,Développer des plugins complémentaires aux logiciels existants dans le but d’en améliorer les performances, ainsi que l’interfaçage des solutions entres elles.Stage basé à Paris (75) d’une durée de 4 à 6 mois.Une embauche en CDI est possible à la suite de ce stage.Profil recherchéVous êtes en fin d’études d’une formation Bac+4/5, Master et/ou ingénieur généraliste débutant orienté mécanique, industrie, informatique, développement informatique.Notre candidat idéal est un profil en sortie d’études qui est à l’aise avec l’informatique et qui est curieux du monde industriel, notamment des enjeux et du fonctionnement des installations nucléaires, de traitement d’eau, pharmaceutiques, ou d’énergie en général.De plus, le paramétrage, l’installation et l’implémentation des outils AVEVA nécessitent des connaissances en langage C#.Net et PML.Vous êtes également familier des technologies de la suite Microsoft.Et vos softskills dans tout ça ? Notre maître-mot : la bienveillance.Seront aussi retenus un bon relationnel, un esprit analytique et de synthèse, et une petite touche de créativité !ORINOX assure la formation initiale sur les logiciels nécessaires au poste grâce à notre organisme de formation.&gt; ORINOX s'engage à 0 discrimination à l'embauche puis envers ses salariés.&gt; Ce poste est ouvert aux travailleurs ayant une reconnaissance de travailleur handicapé.&gt; ORINOX a signé une charte de télétravail depuis 2021      "
Stage - Assistant Trainer Customer Care (x/f/m),https://fr.linkedin.com/jobs/view/stage-assistant-trainer-customer-care-x-f-m-at-doctolib-3679207883?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=V8f8zu4o1AMM2erk%2BFuf%2Bw%3D%3D&position=71&pageNum=10&trk=public_jobs_jserp-result_search-card,Doctolib,Paris,"        Description De L'équipeAfin de renforcer son partenariat avec ses clients, Doctolib recrute un(e) assistant bras droit d’un senior trainer.Tu auras comme interlocuteurs tous les services liés au customer care (product support, account support, technical services, content) et tous les services avec qui nous sommes en échange (sales, marketing et produit).TES MISSIONSTes responsabilités incluent, mais ne sont pas limitées à : Aider l’équipe Formation dans la conception et la mise en œuvre de nos programmes d'apprentissage par le biais de formations, quiz et mises à jour de notre base de connaissancesAméliorer l’efficacité de l’équipe en apportant ton soutien aux activités suivantesplanification des sessions de formationsgestion des calendriers des formateurssuivi des données afin de mesurer l’efficacité des formationsAssurer une communication fluide entre les différents services sur les sujets de formationParticiper à la réflexion et à l'implémentation de nouveaux processus pour améliorer les KPIs d'une équipe en pleine structuration.Participer à la gestion de projets transverses autour de l’amélioration des processus de formation et de qualité des équipes Customer CareParticiper activement à la vie de l’équipeLES QUALITÉS ATTENDUES POUR CE POSTEAvant de poursuivre ta lecture, si tu n'as pas le profil exact décrit ci-dessous, mais que tu penses que cette description de poste correspond à tes compétences et à tes besoins, nous t’encourageons tout de même à postuler !Tu pourrais être le prochain membre de notre équipe si :Tu es étudiant(e) d’une école de commerce en fin d’étudeTu es organisé(e), autonome, précis(e) et rigoureux(se)Tu as un bon sens relationnel et des capacités rédactionnellesTu es curieux(se) et force de propositionTu as un véritable attrait pour le secteur de la santé avec l’ambition d’en maîtriser les enjeux pour le transformer.NOTRE OFFREUn programme d’onboarding complet de 1 mois, avec la Doctolib Academy et de nombreuses sessions de formation au sein de ton équipeUne super offre de sport : un abonnement Urban Sports Club, des cours de sport gratuits dans les bureaux ou à distanceDe nombreux bureaux offrant des espaces de collaboration et de bien-être Le remboursement des titres de transports à 50%Une carte Swile et de nombreuses offres de restauration au sein de nos locaux Des événements d'équipe et globaux (Doctoberfest, Kids Day, etc.)LE PROCESSUS DE RECRUTEMENTNotre processus est très simple et rapide, et dure en moyenne 1 à 2 semaines !Première étape: une interview téléphonique avec un recruteur pour parler de ton projet professionnel et de tes compétencesDeuxième étape: une interview avec un de nos trainer senior pour que tu puisses te projeter dans l’aventureTroisième étape: une interview avec notre Customer Care Quality Improvement Senior Manager pour te donner une vision globale de nos équipes quality and training. LES DETAILS DU POSTEStage Durée : 6 moisDébut souhaité : ASAPLieu de travail : Levallois-PerretRémunération : A définir selon niveau d’étudesChez Doctolib, nous cherchons à améliorer l'accès aux soins de santé pour tous - indépendamment de vos origines, de votre apparence. Cet état d'esprit se traduit aussi dans notre processus de recrutement : Doctolib est un employeur qui respecte l'égalité des chances. Nous n'acceptons pas seulement la diversité chez Doctolib, nous la respectons et la célébrons !Plus les idées seront diverses, plus notre produit améliorera réellement les soins de santé pour tous. Vous êtes invité à postuler chez Doctolib ou à recommander quelqu'un que vous connaissez, quel que soit leur sexe, leur religion, leur âge, leur orientation sexuelle, leur origine ethnique, leur handicap ou leur lieu d'origine. Si vous avez un handicap, faites-nous savoir si nous pouvons faciliter le processus d'entretien pour vous ! Les informations que vous transmettez lors du dépôt de votre candidature seront traitées par Doctolib à des fins de gestion des candidatures. Pour plus d’informations concernant la façon dont Doctolib traite les données liées à votre candidature, cliquez ici.      "
STAGE - Assistant(e) Key Account Manager  HF,https://fr.linkedin.com/jobs/view/stage-assistant-e-key-account-manager-hf-at-laboratoire-native-3767423740?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=YBU%2FoKRy1YsxTd7FVoNLbg%3D%3D&position=70&pageNum=10&trk=public_jobs_jserp-result_search-card,LABORATOIRE NATIVE,Ville de Paris,"        Le Laboratoire Native est né du rachat récent des marques historiques Roger&amp;Gallet, Lierac, Phyto, Jowaé. Son ambition est de devenir un des acteurs majeurs de la cosmétique en particulier dans le soin du corps et du visage, du capillaire, de la parfumerie et de l’hygiène.Le Laboratoire Native propose une gamme complète de soins beauté grâce à ses laboratoires intégrés. Avec ses marques emblématiques, Laboratoire Native est le référent de la beauté technique, expert en dermo-cosmétique, capillaire &amp; phytocosmétique et propose un univers unique et exceptionnel de soins, et de parfums.Le groupe s'engage dans le redéploiement et la redynamisation de ces marques dans une ambiance start-up. Les marques du groupe sont aujourd'hui distribuées en France et dans plus de 45 pays à l'international dans les circuits pharmacie, parapharmacie, parfumerie, grands magasins. Nouvelle opportunité !Nous recherchons notre stagiaire Assistant(e) Key Account Manager - Stage de 6 mois Vos missions :A l'écoute de vos clients, vous saisissez les opportunités de développement produits et êtes à l'aise avec la conduite de projets en équipe pluridisciplinaire.Vous répondez aux appels d'offre en composant une offre produit complète.Tel un chef de projets, vous coordonnez les différents services supports internes (marketing, supply, achats, administration des ventes).Vous assurez le bon suivi de vos projets et partagez les différentes étapes de développement avec vos clients.Vous gérez les assortiments des clients en coordonnant les référencements des nouveautés Vous êtes le ou la candidat(e) idéal(e) si :Vous êtes issu(e) d'une formation Bac +4 / + 5 type école de commerce ou équivalent (et une première expérience dans un service commercial / achats / marketing serait un plus)Vous manifestez un vif intérêt pour le domaine de la cosmétique ainsi qu’une forte sensibilité produitDoté(e) d'un esprit fédérateur, volontaire et dynamique, vous avez à cœur de faire évoluer vos projetsOrganisé(e) et à l'aise dans la gestion des priorités, vous avez la capacité de gérer de plusieurs projets de front.Vous possédez une forte appétence et une aisance pour les chiffresRémunération &amp; avantages : · Stage rémunéré selon grille· Carte Ticket Restaurant· Remboursement d’une partie du titre de transport· Réduction sur les produits de nos marques Informations contractuelles :· Durée : 6 mois· Prise de poste janvier 2024· Poste basé Paris 8ème      "
STAGE - Pilote Power-BI Tableau de Bord Projet Véhicule,https://fr.linkedin.com/jobs/view/stage-pilote-power-bi-tableau-de-bord-projet-v%C3%A9hicule-at-stellantis-3749275314?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=7txrJUZkZf6%2BJdFxeS0pfA%3D%3D&position=65&pageNum=10&trk=public_jobs_jserp-result_search-card,Stellantis,Poissy,"        L'objectif de cette mission est de créer une interface PowerBI pour partager des données de pilotage des Projets de développement des futurs véhicules.La Direction Qualité à laquelle vous serez rattaché audite les projets Véhicules en développement à différentes étapes clés. L'outil que vous mettrez en place permettra de centraliser et de partager les données de ces audits. La structuration de l'outil devra permettre de partager les données entre les acteurs, de visualiser les évolutions entre les étapes et de comparer des projets entre eux.Après une appropriation des divers outils déjà existants, vous constituerez cette interface PowerBI. Vous engagerez rapidement des phases tests sur des projets pilotes, pour pouvoir adapter aux besoins des utilisateurs. Vous devrez mettre en place des tutos de formation (en anglais).Les dates exactes et la durée précise peuvent être ajustées selon les contraintes et demandes de votre école. Profil Compétences TechniquesVous êtes en BAC +3, et préparez un diplôme d'ingénieur. Vous avez des connaissances en Management de Projet, vous savez bien manipuler Microsoft Excel, POWERBI et DAX.Qualités HumainesVous êtes une personne qui peut s'exprimer facilement en anglais, travailler dans un contexte international (Brésiliens, Américains, Italiens, Allemands).Vous savez être à l'écoute des suggestions, et avez le souci du client interne pour livrer un outil parfaitement exploitable. Vous agirez avec rigueur.Le management de Projet recouvre tous les domaines (essentiellement technique, mais aussi style, qualité, prestations, marketing, usine, achats, réparation/après-vente). Vous avez un esprit curieux pour découvrir ces nombreuses facettes, et comprendre les données que vous manipulerez.Contexte Et Conditions De TravailAprès une période d'intégration en présentiel, sur site, vous pourrez réaliser une partie de votre mission en télétravail. Le temps de présence sur site et en télétravail sera établi selon les besoins du service et de l'organisation définis avec votre tuteur. L'exercice du télétravail peut aller jusqu'à 70% (1 à 2 jours sur site)Chez Stellantis nous évaluons les candidats selon leurs qualifications, leurs mérites et les besoins du métier. Nous accueillons les candidatures des personnes de tout genre, âge, ethnie, nationalité, religion, orientation sexuelle, et handicap. La diversité de nos équipes nous permettra de mieux appréhender l'évolution des besoins de nos clients et de notre environnement futur. Durée du contrat 3 moisAt Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.      "
Stage – Développeur Web – (H/F),https://fr.linkedin.com/jobs/view/stage-%E2%80%93-d%C3%A9veloppeur-web-%E2%80%93-h-f-at-thales-3729089471?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=aDhOfICxr8eFznl9Eq4Ntg%3D%3D&position=59&pageNum=10&trk=public_jobs_jserp-result_search-card,Thales,Cannes,"        QUI SOMMES-NOUS ?Acteur spatial mondialement reconnu dans les domaines des télécommunications, de la navigation, de l’observation de la terre, de l’exploration et de la réalisation d’infrastructures orbitales, Thales Alenia Space est une Joint-Venture entre les groupes Thales (67%) et Leonardo (33%).« QUI ETES VOUS ? »Issu(e) d’une formation de niveau BAC+3/4 à dominante Informatique, avec une spécialisation en développement web, vous recherchez un stage d’une durée de 3 à 4 mois ?Vous avez des connaissances générales en Informatique ?Vous avez des compétences significatives en Programmation, JavaScript, HTML/CSS, Flask, Python, Batch, requêtes HTTP ?Vous avez un fort intérêt pour l’amélioration d’une entité industrielle et la construction d’outils informatiques en support à des équipes de non-informaticiens ?Vous savez faire preuve de rigueur, d’une bonne capacité d’analyse et de synthèse ?Vous êtes force de proposition, doté(e) d’un bon relationnel et vous avez une bonne communication ?Votre niveau d’anglais vous permet de lire et de comprendre de la documentation technique ?Vous vous reconnaissez ? Alors vous avez de bonnes chances de vous épanouir dans nos équipes !« CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE : » Au sein de la Direction CCIEP, vous intégrerez le Département Operations dans une équipe de 12 personnes. Dans le cadre de vos missions, vous serez en charge de participer à divers chantiers d’amélioration continue dans nos 4 secteurs d’ingénierie et industriels : la production des divers éléments mécaniques (panneaux, câblage, …), l’assemblage/tests de mécanismes de déploiement et de panneaux solaires, l’intégration mécanique et électrique d’équipements électroniques et l’assemblage/tests de satellites.En nous rejoignant, vos principales missions seront les suivantes :Fournir des webapps Dataiku, des pages de captation de données pour faciliter la transmission et la récupération de données diverses,Capter le besoin de l’utilisateur final, jusqu’à la mise en production de l‘application,Automatiser des tâches en passant par des API internes aux logiciels de l’entreprise.Le travail se fera au sein d’une petite équipe, nécessitant de travailler de façon concertée, et organisée autour de jalons à tenir.Ce stage sera l’opportunité pour vous de travailler en équipe au sein d’une entreprise innovante, de valoriser les acquis académiques en environnement industriel et développer de nouvelles compétences.Tous nos stages sont conventionnés et soumis à une gratification dont le montant est déterminé selon votre niveau d’études.Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.      "
Stage Administrateur Solutions BIM/PLM F/H,https://fr.linkedin.com/jobs/view/stage-administrateur-solutions-bim-plm-f-h-at-orinox-3766732773?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=LqDneUi0u1VTKoNwiAh7jw%3D%3D&position=57&pageNum=10&trk=public_jobs_jserp-result_search-card,ORINOX,Châteaubriant,"        L'entrepriseORINOX est une société de conseil en ingénierie industrielle spécialisée dans la transformation digitale et l’industrie 4.0 dans des secteurs tels que l’énergie, le nucléaire, l’oil&amp;gas et le pharmaceutique.Description Du PosteDans le cadre de notre politique d’amélioration continue, nous recherchons un(e) stagiaire ingénieur généraliste orienté(e) mécanique, industrie, informatique ou développement pour le poste d’Administrateur Solutions BIM/PLM.Encadré(e) par un référent technique au bureau d’études, vous serez amené(e) à : Configurer des logiciels pour répondre au cahier des charges du client,Déployer une application d'ingénierie métier suivant les recommandations et bonnes pratiques documentées et existantes,Créer des catalogues d’objets pour simplifier le travail des utilisateurs,Améliorer et proposer des fonctionnalités nouvelles,Développer des plugins complémentaires aux logiciels existants dans le but d’en améliorer les performances, ainsi que l’interfaçage des solutions entres elles.Stage basé à Châteaubriant (44) d’une durée de 4 à 6 mois.Une embauche en CDI est possible à la suite de ce stage.Profil recherchéVous êtes en fin d’études d’une formation Bac+4/5, Master et/ou ingénieur généraliste débutant orienté mécanique, industrie, informatique, développement informatique.Notre candidat idéal est un profil en sortie d’études qui est à l’aise avec l’informatique et qui est curieux du monde industriel, notamment des enjeux et du fonctionnement des installations nucléaires, de traitement d’eau, pharmaceutiques, ou d’énergie en général.De plus, le paramétrage, l’installation et l’implémentation des outils AVEVA nécessitent des connaissances en langage C#.Net et PML.Vous êtes également familier des technologies de la suite Microsoft.Et vos softskills dans tout ça ? Notre maître-mot : la bienveillance.Seront aussi retenus un bon relationnel, un esprit analytique et de synthèse, et une petite touche de créativité !ORINOX assure la formation initiale sur les logiciels nécessaires au poste grâce à notre organisme de formation.&gt; ORINOX s'engage à 0 discrimination à l'embauche puis envers ses salariés.&gt; Ce poste est ouvert aux travailleurs ayant une reconnaissance de travailleur handicapé.&gt; ORINOX a signé une charte de télétravail depuis 2021      "
stagiaire Assistant direction,https://fr.linkedin.com/jobs/view/stagiaire-assistant-direction-at-domaine-las-bousigues-3761901530?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=YSAwUYFBRClinj6dwOi5Nw%3D%3D&position=58&pageNum=10&trk=public_jobs_jserp-result_search-card,DOMAINE LAS BOUSIGUES,Le Barcarès,"        Vous ferez votre stage au camping Capfun Las Bousigues sur la station balnéaire du Barcarès (66).Vous intégrez l’équipe Capfun qui a pour mission de faire passer à nos clients les vacances dont ils rêvaient quand ils étaient enfants.Nos établissements sont fous, avec de grands parcs aquatiques et beaucoup de jeux. (www.capfun.com)Nous sommes une entreprise ambitieuse et nous nous développons très rapidement, c’est la raison pour laquelle nous avons besoin de vous pour nous aider dans notre mission et faire grandir l’entreprise.Nous sommes à la recherche de nos futurs STAGIAIRES ASSISTANT(E) DE DIRECTION pour la prochaine saison de mars à septembre 2024 (période flexible).Les missions principales :supervision service Ménage:● Recrutement des contrats en extra et des contrats saisonniers en 20h● Supervision de l’équipe ménage● Gestion des déshivernage en avant saison● Gestion et vérification des ménages dans les espaces communs, et des locatifs● Edition des listes des hébergements en rotation en collaboration avec la responsable de réception● Composition des équipes ménage● Répartition des tâches de l’équipe ménage● Suivi des besoins en matériels, fournitures ou produits● Vérification de la préparation des équipements (chariot) pour le week end● Assurer l’information, l’évaluation et la formation du personnel ménage● Gestion et contrôle des stocks des ventes annexes (bbq, kit bébé, draps…) et vérification des préparations pour les locations du week end● Bonne tenue du local ménage, des produits, du matériel gestion des stocks et suivi commandesQualité● Gestion des litiges client en collaboration avec la responsable de réception et la direction● Suivi des retours ménage et dédommagement clients.● Contrôle des aires de jeux et tenues journalières des cahiers de contrôle en collaboration avec l’équipe technique et la direction.Profils recherchés :Tu es en Master ,Tu as la tête sur les épaules et tu recherches un poste à responsabilité.Tu es souriant(e), tu aimes le travail en équipe et tu es de nature très collaborative.Motivé(e) et dynamique, la résolution de problèmes complexes est un challenge.De nature rigoureux(se), tu aimes t’organiser à l’aide des logiciels informatiques (Trello, Google drive…).Curieux(se) et toujours partant(e) pour apprendre, tu t’investis à fond dans ton travail.Polyvalent(e), le terrain ne te fait pas peur.Bienveillant et à l’écoute, le bien-être au travail est pour toi une priorité.Nous allons t’apprendre à :Manager une équipe de 6 à 50 personnesMaîtriser la gestion d’une entreprise qui réalise plusieurs millions d’euros de CAÊtre performant(e) dans le recrutementOrganiser ton temps de travailTravailler en équipe, et faire progresser tes coéquipiers.Être à l’écoute et comprendre les attentes des clientsAvoir confiance en toi : il faut voir grand dans la vie !Pourquoi nous rejoindre ?CAPFUN est une entreprise familiale, leader sur le marché du tourisme en France.Nous sommes propriétaires de plus de 200 campings en France et de plusieurs campings à l’international.Nous écoutons, réfléchissons et créons des projets très innovants pour satisfaire et surprendre nos clients. Notre démarche est axée sur le client avec comme ambition de rendre ses vacances le plus fun possible. Tu trouveras chez nous de l’indépendance, de la liberté, de l’autonomie et beaucoup de responsabilités. Et surtout tu évolueras.Poste logé selon profil et disponibilités      "
CDI - Déclarant Douane H/F,https://fr.linkedin.com/jobs/view/cdi-d%C3%A9clarant-douane-h-f-at-groupe-bbl-3767033073?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=aqEfQ2nYggA4gZ5oeAO2Ow%3D%3D&position=54&pageNum=10&trk=public_jobs_jserp-result_search-card,Groupe BBL,Saint-Quentin-Fallavier,"        Fondé en 1997, le coeur de métier du Groupe BBL est l'organisation de Transport et de Services Logistiques. Le Groupe se construit comme un écosystème agile : chaque filiale indépendante garde une taille humaine, une direction autonome et responsable, et des salariés engagés. Une exigence unique nous rassemble tous : construire et garantir la solution manufacturée qui satisfera la demande bien comprise de nos clients. - ""BBL s'est construit avec des OUI !""Kaci KEBAILI - Président-Fondateur du GroupeCE QUE NOUS VOUS PROPOSONSDans un contexte de forte croissance, la société BBL Customs, filiale à part entière du groupe BBL, poursuit son plan de développement en créant le poste de Déclarant Douane.Dans Ce Cadre, Vos Missions Consistent à Etablir les formalités de douane à l'import et à l'export de tout type de marchandises en respectant la réglementation douanière applicable aux produits Tous types de flux (maritime, aérien, routier Contrôler les documents liés à la circulation internationale des marchandises Emettre des certificats sanitaires et phytosanitaires à l'export comme à l'import Coordonner les interactions éventuelles avec les autorités douanières, sanitaires et phytosanitaires Gérer les litiges Garantir la conformité de vos déclarations et assurer la veille réglementaire sur votre domaine d'expertiseVOTRE PROFIL NOUS INTERESSECompétences techniques Formation supérieure type Bac +2/3 spécialisation transport/logistique/douane Première expérience auprès d'un transitaire (stage/alternance compris) Connaissance de la réglementation douanière et des techniques du transit international Maîtrise du logiciel CONEX Bases en réglementation sanitaire et phytosanitaire Maîtrise de process douaniers liés au Brexit appréciée Anglais professionnel (principalement écrit)Compétences interpersonnelles Personnalité optimiste et énergique Agile, esprit entrepreneurial Rigoureux et orienté satisfaction client Proactif et persévérantNOS AVANTAGES Accord de participation et d'intéressement Ticket Restaurant (60% part employeur) Mutuelle/prévoyance Mais plus encoreun véritable parcours d'accompagnement avec des perspectives d'évolution vers différents métiers et filiales du groupe !Tous nos postes sont ouverts, à compétences égales, aux collaborateurs ayant des besoins et aménagements spécifiques liés au handicap.      "
STAGE - Assistant Contrôle de gestion Frais Marketing,https://fr.linkedin.com/jobs/view/stage-assistant-contr%C3%B4le-de-gestion-frais-marketing-at-stellantis-3766761607?refId=ZCJKdWSlpUp1JVt4%2BAtEog%3D%3D&trackingId=P6a4v3srFcmQFCq6%2B6KKxA%3D%3D&position=52&pageNum=10&trk=public_jobs_jserp-result_search-card,Stellantis,Poissy,"        Au Sein De La Direction Du Contrôle De Gestion Des Marques Stellantis – Marges, Ventes Et Marketing, Vous Travaillerez Sur Les Missions Suivantes En Support Des Responsables Opérationnels Participation à l'élaboration des états financiers mensuels pour les marques et des commentaires correspondants Consolidation des éléments financiers / animation des Marques-Régions pour la reprévision annuelle 3+9 Amélioration de la robustesse de la base de données utilisée pour le pilotage des dépenses marketing monde Profil Ecole de Commerce Bac + 5 avec spécialité : Contrôle de Gestion.Informatique : aisance avec les outils Office (Excel, Powerpoint, Word…) Durée du contrat 6 moisAt Stellantis, we assess candidates based on qualifications, merit and business needs. We welcome applications from people of all gender identities, age, ethnicity, nationality, religion, sexual orientation and disability. Diverse teams will allow us to better meet the evolving needs of our customers and care for our future.      "
